[103, 432, 185, 299, 76, [0.31025999784469604, 0.4336000084877014, 0.48201999068260193, 0.5164600014686584, 0.5425599813461304, 0.5638200044631958, 0.5807600021362305, 0.5942599773406982, 0.6068800091743469, 0.6167200207710266], [0.439300000667572, 0.5047000050544739, 0.5393999814987183, 0.5638999938964844, 0.5906000137329102, 0.5946000218391418, 0.5803999900817871, 0.6308000087738037, 0.6262999773025513, 0.6292999982833862]]
[461, 478, 214, 832, 154, [0.3133000135421753, 0.4296799898147583, 0.47905999422073364, 0.5106800198554993, 0.5373200178146362, 0.5624799728393555, 0.5742400288581848, 0.5899400115013123, 0.602840006351471, 0.6154599785804749], [0.42149999737739563, 0.4832000136375427, 0.5338000059127808, 0.5562999844551086, 0.6046000123023987, 0.5997999906539917, 0.6075999736785889, 0.6243000030517578, 0.6241999864578247, 0.6396999955177307]]
[493, 105, 28, 270, 141, [0.30643999576568604, 0.427700012922287, 0.47898000478744507, 0.5111200213432312, 0.538640022277832, 0.5630800127983093, 0.576740026473999, 0.5918800234794617, 0.6052799820899963, 0.6119400262832642], [0.40149998664855957, 0.4796999990940094, 0.5260999798774719, 0.5659999847412109, 0.5946000218391418, 0.5752000212669373, 0.6101999878883362, 0.6172000169754028, 0.6151999831199646, 0.623199999332428]]
[422, 467, 421, 522, 355, [0.30866000056266785, 0.4256199896335602, 0.47683998942375183, 0.5072399973869324, 0.5329200029373169, 0.5562199950218201, 0.5726400017738342, 0.5865600109100342, 0.5993000268936157, 0.611739993095398], [0.3815999925136566, 0.48539999127388, 0.5015000104904175, 0.576200008392334, 0.5633000135421753, 0.5889999866485596, 0.603600025177002, 0.6398000121116638, 0.6128000020980835, 0.6310999989509583]]
[463, 160, 352, 462, 148, [0.30410000681877136, 0.42932000756263733, 0.48291999101638794, 0.5153200030326843, 0.5437999963760376, 0.5674200057983398, 0.5809400081634521, 0.591759979724884, 0.6068999767303467, 0.6162400245666504], [0.414900004863739, 0.482699990272522, 0.5289000272750854, 0.5782999992370605, 0.6161999702453613, 0.5539000034332275, 0.5903000235557556, 0.5989999771118164, 0.6172000169754028, 0.6480000019073486]]
[352, 237, 182, 361, 507, [0.3286600112915039, 0.44369998574256897, 0.48107999563217163, 0.5156400203704834, 0.5448799729347229, 0.5702000260353088, 0.5833399891853333, 0.5947200059890747, 0.6096000075340271, 0.6141200065612793], [0.44699999690055847, 0.4683000147342682, 0.5450999736785889, 0.5570999979972839, 0.5339999794960022, 0.6082000136375427, 0.592199981212616, 0.604200005531311, 0.6104999780654907, 0.6306999921798706]]
[500, 120, 317, 629, 502, [0.3194800019264221, 0.44444000720977783, 0.49456000328063965, 0.525160014629364, 0.5557399988174438, 0.5753399729728699, 0.589739978313446, 0.6040400266647339, 0.6191200017929077, 0.6266999840736389], [0.44769999384880066, 0.4900999963283539, 0.5322999954223633, 0.5860000252723694, 0.6022999882698059, 0.5946000218391418, 0.6155999898910522, 0.6219000220298767, 0.6488999724388123, 0.6473000049591064]]
[161, 153, 279, 286, 336, [0.3177199959754944, 0.44345998764038086, 0.49145999550819397, 0.5265799760818481, 0.5504000186920166, 0.5708199739456177, 0.59197998046875, 0.6067799925804138, 0.6169599890708923, 0.6274600028991699], [0.42739999294281006, 0.4830000102519989, 0.5232999920845032, 0.5921000242233276, 0.5688999891281128, 0.5947999954223633, 0.6539000272750854, 0.635699987411499, 0.6244000196456909, 0.6541000008583069]]
[310, 147, 372, 373, 463, [0.30017998814582825, 0.42983999848365784, 0.4774399995803833, 0.5126199722290039, 0.5409600138664246, 0.5685999989509583, 0.5838199853897095, 0.5983399748802185, 0.6123600006103516, 0.6210200190544128], [0.41929998993873596, 0.49459999799728394, 0.5292999744415283, 0.5602999925613403, 0.607699990272522, 0.5773000121116638, 0.6044999957084656, 0.6398000121116638, 0.6237999796867371, 0.6347000002861023]]
[18, 326, 257, 915, 330, [0.30437999963760376, 0.4289799928665161, 0.47262001037597656, 0.5004199743270874, 0.5319600105285645, 0.5531799793243408, 0.5783200263977051, 0.586139976978302, 0.5987799763679504, 0.6118199825286865], [0.38519999384880066, 0.4661000072956085, 0.4936999976634979, 0.5299000144004822, 0.5676000118255615, 0.599399983882904, 0.6074000000953674, 0.5943999886512756, 0.6360999941825867, 0.638700008392334]]
